round,event_code,race_name,market_type,driver,grid_pos,finish_pos,outcome,yes_vwap,no_vwap,volume,n_trades,qual_end_utc,race_start_utc
10,CAGP25,Canada,RACEPODIUM,HAM,5,6,0,0.1539,0.8461,832.0,12,2025-06-14T21:20:00+00:00,2025-06-15T18:00:00+00:00
10,CAGP25,Canada,RACEPODIUM,PIA,3,4,0,0.7981,0.2019,844.0,22,2025-06-14T21:20:00+00:00,2025-06-15T18:00:00+00:00
10,CAGP25,Canada,RACEPODIUM,LEC,8,5,0,0.094,0.906,317.0,6,2025-06-14T21:20:00+00:00,2025-06-15T18:00:00+00:00
10,CAGP25,Canada,RACEPODIUM,ALO,6,7,0,0.0598,0.9402,579.0,7,2025-06-14T21:20:00+00:00,2025-06-15T18:00:00+00:00
10,CAGP25,Canada,RACEPODIUM,NOR,7,18,0,0.5692,0.4308,780.0,17,2025-06-14T21:20:00+00:00,2025-06-15T18:00:00+00:00
10,CAGP25,Canada,RACEPODIUM,ALB,10,20,0,0.0402,0.9598,127.0,4,2025-06-14T21:20:00+00:00,2025-06-15T18:00:00+00:00
10,CAGP25,Canada,RACEPODIUM,RUS,1,1,1,0.6395,0.3605,121.0,9,2025-06-14T21:20:00+00:00,2025-06-15T18:00:00+00:00
10,CAGP25,Canada,RACEPODIUM,ANT,4,3,1,0.1484,0.8516,749.0,12,2025-06-14T21:20:00+00:00,2025-06-15T18:00:00+00:00
11,AUGP25,Austria,RACE,LEC,2,3,0,0.0876,0.9124,5030.0,76,2025-06-28T15:20:00+00:00,2025-06-29T13:00:00+00:00
11,AUGP25,Austria,RACE,ANT,9,19,0,0.018,0.982,510.0,5,2025-06-28T15:20:00+00:00,2025-06-29T13:00:00+00:00
11,AUGP25,Austria,RACE,VER,7,18,0,0.0528,0.9472,11907.0,106,2025-06-28T15:20:00+00:00,2025-06-29T13:00:00+00:00
11,AUGP25,Austria,RACE,HAM,4,4,0,0.0175,0.9825,1954.0,49,2025-06-28T15:20:00+00:00,2025-06-29T13:00:00+00:00
11,AUGP25,Austria,RACE,PIA,3,2,0,0.1821,0.8179,7112.0,84,2025-06-28T15:20:00+00:00,2025-06-29T13:00:00+00:00
11,AUGP25,Austria,RACE,RUS,5,5,0,0.0243,0.9757,2506.0,14,2025-06-28T15:20:00+00:00,2025-06-29T13:00:00+00:00
11,AUGP25,Austria,RACE,NOR,1,1,1,0.6847,0.3153,14788.0,138,2025-06-28T15:20:00+00:00,2025-06-29T13:00:00+00:00
11,AUGP25,Austria,RACEPODIUM,HAM,4,4,0,0.1902,0.8098,792.0,15,2025-06-28T15:20:00+00:00,2025-06-29T13:00:00+00:00
11,AUGP25,Austria,RACEPODIUM,NOR,1,1,1,0.8479,0.1521,43.0,7,2025-06-28T15:20:00+00:00,2025-06-29T13:00:00+00:00
11,AUGP25,Austria,RACEPODIUM,PIA,3,2,1,0.7753,0.2247,150.0,13,2025-06-28T15:20:00+00:00,2025-06-29T13:00:00+00:00
11,AUGP25,Austria,RACEPODIUM,RUS,5,5,0,0.1918,0.8082,34.0,3,2025-06-28T15:20:00+00:00,2025-06-29T13:00:00+00:00
11,AUGP25,Austria,RACEPODIUM,VER,7,18,0,0.3963,0.6037,1190.0,27,2025-06-28T15:20:00+00:00,2025-06-29T13:00:00+00:00
11,AUGP25,Austria,RACEPODIUM,LEC,2,3,1,0.5242,0.4758,2227.0,36,2025-06-28T15:20:00+00:00,2025-06-29T13:00:00+00:00
12,BRGP25,Great Britain,RACE,HAM,5,4,0,0.0805,0.9195,13044.0,262,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACE,ALB,14,8,0,0.01,0.99,670.0,6,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACE,PIA,2,2,0,0.3361,0.6639,22073.0,243,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACE,VER,1,5,0,0.3723,0.6277,57279.0,582,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACE,ANT,7,16,0,0.01,0.99,627.0,6,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACE,NOR,3,1,1,0.1994,0.8006,13336.0,235,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACE,LEC,6,14,0,0.0458,0.9542,8822.0,81,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACE,ALO,9,9,0,0.01,0.99,1080.0,5,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACE,GAS,10,6,0,0.01,0.99,103.0,3,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACE,RUS,4,10,0,0.0501,0.9499,11333.0,123,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACE,COL,20,20,0,0.01,0.99,200.0,3,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACEPODIUM,NOR,3,1,1,0.6965,0.3035,427.0,19,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACEPODIUM,PIA,2,2,1,0.7604,0.2396,287.0,8,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACEPODIUM,RUS,4,10,0,0.1123,0.8877,471.0,13,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACEPODIUM,VER,1,5,0,0.7955,0.2045,1191.0,30,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACEPODIUM,HAM,5,4,0,0.2772,0.7228,6961.0,59,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACEPODIUM,LEC,6,14,0,0.1504,0.8496,1595.0,20,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
12,BRGP25,Great Britain,RACEPODIUM,ANT,7,16,0,0.0617,0.9383,1323.0,9,2025-07-05T15:20:00+00:00,2025-07-06T14:00:00+00:00
13,BELGP25,Belgium,RACE,STR,20,14,0,0.01,0.99,934.0,6,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,ALB,5,6,0,0.01,0.99,17954.0,53,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,RUS,6,5,0,0.0214,0.9786,78545.0,89,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,HAD,8,20,0,0.01,0.99,2536.0,6,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,ALO,19,17,0,0.01,0.99,51546.0,26,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,LAW,9,8,0,0.01,0.99,467.0,6,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,TSU,7,13,0,0.01,0.99,4377.0,10,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,HAM,16,7,0,0.0111,0.9889,37395.0,75,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,VER,4,4,0,0.1449,0.8551,375346.0,1135,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,NOR,1,2,0,0.429,0.571,315454.0,1087,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,ANT,18,16,0,0.01,0.99,2729.0,15,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,PIA,2,1,1,0.3834,0.6166,189482.0,845,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,HUL,14,12,0,0.01,0.99,30002.0,18,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,OCO,11,15,0,0.01,0.99,8632.0,12,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,SAI,15,18,0,0.01,0.99,55716.0,36,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,COL,17,19,0,0.01,0.99,301.0,3,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,GAS,13,10,0,0.01,0.99,1301.0,4,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,BEA,12,11,0,0.01,0.99,102.0,3,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACE,LEC,3,3,0,0.0467,0.9533,112623.0,252,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,NOR,1,2,1,0.8614,0.1386,163503.0,207,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,BOR,10,9,0,0.0125,0.9875,884.0,5,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,HAM,16,7,0,0.063,0.937,51043.0,155,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,LEC,3,3,1,0.3483,0.6517,63147.0,199,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,PIA,2,1,1,0.8378,0.1622,142129.0,189,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,LAW,9,8,0,0.0137,0.9863,1387.0,11,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,STR,20,14,0,0.01,0.99,939.0,8,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,SAI,15,18,0,0.0187,0.9813,4753.0,17,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,RUS,6,5,0,0.1516,0.8484,47607.0,128,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,HUL,14,12,0,0.0199,0.9801,13177.0,20,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,GAS,13,10,0,0.0127,0.9873,1733.0,16,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,TSU,7,13,0,0.0429,0.9571,7174.0,27,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,VER,4,4,0,0.6544,0.3456,112735.0,343,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,HAD,8,20,0,0.0476,0.9524,4644.0,27,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,ALO,19,17,0,0.01,0.99,1587.0,15,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,BEA,12,11,0,0.0102,0.9898,1297.0,9,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,OCO,11,15,0,0.012,0.988,1980.0,11,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,COL,17,19,0,0.01,0.99,1596.0,6,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,ALB,5,6,0,0.0841,0.9159,23619.0,59,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
13,BELGP25,Belgium,RACEPODIUM,ANT,18,16,0,0.0179,0.9821,1805.0,19,2025-07-26T15:20:00+00:00,2025-07-27T13:00:00+00:00
14,HUNGP25,Hungary,RACE,HAM,12,12,0,0.01,0.99,32720.0,51,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,PIA,2,2,0,0.4919,0.5081,846681.0,1507,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,ALB,20,15,0,0.01,0.99,12630.0,24,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,SAI,13,14,0,0.01,0.99,372.0,4,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,COL,14,18,0,0.01,0.99,5011.0,7,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,GAS,17,19,0,0.01,0.99,104.0,3,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,OCO,18,16,0,0.01,0.99,5002.0,5,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,TSU,16,17,0,0.01,0.99,105.0,3,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,LEC,1,4,0,0.1907,0.8093,396859.0,906,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,ALO,5,5,0,0.01,0.99,35749.0,46,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,BOR,7,6,0,0.01,0.99,32.0,3,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,STR,6,7,0,0.01,0.99,1603.0,7,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,NOR,3,1,1,0.2883,0.7117,243643.0,766,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,ANT,15,10,0,0.01,0.99,287.0,7,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,RUS,4,3,0,0.0285,0.9715,144460.0,141,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACE,VER,8,9,0,0.0197,0.9803,273853.0,373,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACEPODIUM,PIA,2,2,1,0.8763,0.1237,71176.0,191,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACEPODIUM,HUL,19,13,0,0.0131,0.9869,1600.0,3,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACEPODIUM,ALB,20,15,0,0.01,0.99,3377.0,7,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACEPODIUM,HAM,12,12,0,0.0255,0.9745,38884.0,93,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACEPODIUM,ANT,15,10,0,0.0114,0.9886,1735.0,5,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACEPODIUM,RUS,4,3,1,0.311,0.689,40560.0,230,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACEPODIUM,STR,6,7,0,0.0296,0.9704,8065.0,41,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACEPODIUM,LEC,1,4,0,0.6912,0.3088,150074.0,493,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACEPODIUM,NOR,3,1,1,0.8591,0.1409,63427.0,144,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACEPODIUM,SAI,13,14,0,0.01,0.99,1507.0,7,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACEPODIUM,VER,8,9,0,0.1121,0.8879,93587.0,497,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACEPODIUM,ALO,5,5,0,0.1258,0.8742,36324.0,152,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
14,HUNGP25,Hungary,RACEPODIUM,BOR,7,6,0,0.016,0.984,840.0,4,2025-08-02T15:20:00+00:00,2025-08-03T13:00:00+00:00
15,DUTGP25,Netherlands,RACE,NOR,2,18,0,0.3439,0.6561,40123.0,263,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACE,PIA,1,1,1,0.6091,0.3909,64728.0,444,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACE,RUS,5,4,0,0.0193,0.9807,19974.0,45,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACE,SAI,9,13,0,0.01,0.99,1200.0,3,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACE,HAD,4,3,0,0.01,0.99,4332.0,9,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACE,LEC,6,19,0,0.0127,0.9873,2465.0,10,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACE,VER,3,2,0,0.0835,0.9165,178358.0,311,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACEPODIUM,SAI,9,13,0,0.0661,0.9339,1649.0,5,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACEPODIUM,RUS,5,4,0,0.2766,0.7234,173366.0,163,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACEPODIUM,PIA,1,1,1,0.9068,0.0932,201712.0,148,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACEPODIUM,ALO,10,8,0,0.0211,0.9789,55952.0,22,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACEPODIUM,VER,3,2,1,0.6858,0.3142,112788.0,246,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACEPODIUM,HAD,4,3,1,0.0915,0.9085,179164.0,57,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACEPODIUM,LEC,6,19,0,0.1188,0.8812,5130.0,59,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACEPODIUM,ANT,11,16,0,0.0116,0.9884,323.0,6,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACEPODIUM,NOR,2,18,0,0.8903,0.1097,150791.0,140,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
15,DUTGP25,Netherlands,RACEPODIUM,HAM,7,20,0,0.0597,0.9403,42664.0,29,2025-08-30T15:20:00+00:00,2025-08-31T13:00:00+00:00
16,ITAGP25,Italy,RACE,LEC,4,4,0,0.0561,0.9439,84335.0,158,2025-09-06T15:20:00+00:00,2025-09-07T13:00:00+00:00
16,ITAGP25,Italy,RACE,VER,1,1,1,0.3003,0.6997,183871.0,686,2025-09-06T15:20:00+00:00,2025-09-07T13:00:00+00:00
16,ITAGP25,Italy,RACE,NOR,2,2,0,0.3898,0.6102,90734.0,397,2025-09-06T15:20:00+00:00,2025-09-07T13:00:00+00:00
16,ITAGP25,Italy,RACE,PIA,3,3,0,0.2699,0.7301,78143.0,404,2025-09-06T15:20:00+00:00,2025-09-07T13:00:00+00:00
16,ITAGP25,Italy,RACE,HAM,5,6,0,0.01,0.99,5603.0,28,2025-09-06T15:20:00+00:00,2025-09-07T13:00:00+00:00
16,ITAGP25,Italy,RACE,SAI,13,11,0,0.01,0.99,250.0,3,2025-09-06T15:20:00+00:00,2025-09-07T13:00:00+00:00
16,ITAGP25,Italy,RACE,RUS,6,5,0,0.0109,0.9891,32429.0,35,2025-09-06T15:20:00+00:00,2025-09-07T13:00:00+00:00
16,ITAGP25,Italy,RACE,ALO,9,19,0,0.01,0.99,656.0,4,2025-09-06T15:20:00+00:00,2025-09-07T13:00:00+00:00
16,ITAGP25,Italy,RACE,OCO,15,15,0,0.01,0.99,196.0,3,2025-09-06T15:20:00+00:00,2025-09-07T13:00:00+00:00
