year,round,circuit,country,event_name,driver,team,grid_pos,finish_pos,status,points,laps,qual_rain,race_rain,race_temp,qual_temp
2020,1,Spielberg,Austria,Austrian Grand Prix,LEC,Ferrari,7,2,Finished,18.0,71,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,NOR,McLaren,3,3,Finished,16.0,71,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,HAM,Mercedes,5,4,Finished,12.0,71,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,SAI,McLaren,8,5,Finished,10.0,71,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,PER,Racing Point,6,6,Finished,8.0,71,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,GAS,AlphaTauri,12,7,Finished,6.0,71,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,OCO,Renault,14,8,Finished,4.0,71,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,GIO,Alfa Romeo Racing,18,9,Finished,2.0,71,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,VET,Ferrari,11,10,Finished,1.0,71,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,LAT,Williams,20,11,Finished,0.0,71,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,KVY,AlphaTauri,13,12,Suspension,0.0,69,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,ALB,Red Bull Racing,4,13,Electronics,0.0,67,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,RAI,Alfa Romeo Racing,19,14,Wheel,0.0,53,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,RUS,Williams,17,15,Fuel pressure,0.0,49,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,GRO,Haas F1 Team,15,16,Brakes,0.0,49,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,MAG,Haas F1 Team,16,17,Brakes,0.0,24,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,STR,Racing Point,9,18,Engine,0.0,20,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,RIC,Renault,10,19,Overheating,0.0,17,False,False,28.684166666666666,24.590666666666664
2020,1,Spielberg,Austria,Austrian Grand Prix,VER,Red Bull Racing,2,20,Electronics,0.0,11,False,False,28.684166666666666,24.590666666666664
2020,2,Spielberg,Austria,Styrian Grand Prix,HAM,Mercedes,1,1,Finished,25.0,71,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,BOT,Mercedes,4,2,Finished,18.0,71,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,VER,Red Bull Racing,2,3,Finished,15.0,71,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,ALB,Red Bull Racing,6,4,Finished,12.0,71,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,NOR,McLaren,9,5,Finished,10.0,71,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,PER,Racing Point,17,6,Finished,8.0,71,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,STR,Racing Point,12,7,Finished,6.0,71,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,RIC,Renault,8,8,Finished,4.0,71,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,SAI,McLaren,3,9,+1 Lap,3.0,70,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,KVY,AlphaTauri,13,10,+1 Lap,1.0,70,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,RAI,Alfa Romeo Racing,16,11,+1 Lap,0.0,70,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,MAG,Haas F1 Team,15,12,+1 Lap,0.0,70,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,GRO,Haas F1 Team,0,13,+1 Lap,0.0,70,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,GIO,Alfa Romeo Racing,19,14,+1 Lap,0.0,70,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,GAS,AlphaTauri,7,15,+1 Lap,0.0,70,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,RUS,Williams,11,16,+2 Laps,0.0,69,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,LAT,Williams,18,17,+2 Laps,0.0,69,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,OCO,Renault,5,18,Overheating,0.0,25,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,LEC,Ferrari,14,19,Collision damage,0.0,4,True,True,20.822499999999998,14.839024390243901
2020,2,Spielberg,Austria,Styrian Grand Prix,VET,Ferrari,10,20,Collision damage,0.0,1,True,True,20.822499999999998,14.839024390243901
2020,3,Budapest,Hungary,Hungarian Grand Prix,HAM,Mercedes,1,1,Finished,26.0,70,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,VER,Red Bull Racing,7,2,Finished,18.0,70,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,BOT,Mercedes,2,3,Finished,15.0,70,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,STR,Racing Point,3,4,Finished,12.0,70,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,ALB,Red Bull Racing,13,5,Finished,10.0,70,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,VET,Ferrari,5,6,+1 Lap,8.0,69,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,PER,Racing Point,4,7,+1 Lap,6.0,69,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,RIC,Renault,11,8,+1 Lap,4.0,69,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,SAI,McLaren,9,9,+1 Lap,2.0,69,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,MAG,Haas F1 Team,0,10,+1 Lap,1.0,69,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,LEC,Ferrari,6,11,+1 Lap,0.0,69,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,KVY,AlphaTauri,17,12,+1 Lap,0.0,69,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,NOR,McLaren,8,13,+1 Lap,0.0,69,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,OCO,Renault,14,14,+1 Lap,0.0,69,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,RAI,Alfa Romeo Racing,20,15,+1 Lap,0.0,69,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,GRO,Haas F1 Team,0,16,+1 Lap,0.0,69,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,GIO,Alfa Romeo Racing,19,17,+1 Lap,0.0,69,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,RUS,Williams,12,18,+1 Lap,0.0,69,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,LAT,Williams,15,19,+5 Laps,0.0,65,False,True,20.74179104477612,18.78311688311688
2020,3,Budapest,Hungary,Hungarian Grand Prix,GAS,AlphaTauri,10,20,Engine,0.0,15,False,True,20.74179104477612,18.78311688311688
2020,4,Silverstone,Great Britain,British Grand Prix,HAM,Mercedes,1,1,Finished,25.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,VER,Red Bull Racing,3,2,Finished,19.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,LEC,Ferrari,4,3,Finished,15.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,RIC,Renault,8,4,Finished,12.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,NOR,McLaren,5,5,Finished,10.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,OCO,Renault,9,6,Finished,8.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,GAS,AlphaTauri,11,7,Finished,6.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,ALB,Red Bull Racing,12,8,Finished,4.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,STR,Racing Point,6,9,Finished,2.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,VET,Ferrari,10,10,Finished,1.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,BOT,Mercedes,2,11,Finished,0.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,RUS,Williams,20,12,Finished,0.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,SAI,McLaren,7,13,Finished,0.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,GIO,Alfa Romeo Racing,15,14,Finished,0.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,LAT,Williams,18,15,Finished,0.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,GRO,Haas F1 Team,17,16,Finished,0.0,52,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,RAI,Alfa Romeo Racing,16,17,+1 Lap,0.0,51,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,KVY,AlphaTauri,19,18,Accident,0.0,11,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,MAG,Haas F1 Team,14,19,Collision,0.0,1,False,False,21.29140625,22.497647058823528
2020,4,Silverstone,Great Britain,British Grand Prix,HUL,Racing Point,13,20,Power Unit,0.0,0,False,False,21.29140625,22.497647058823528
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,VER,Red Bull Racing,4,1,Finished,25.0,52,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,HAM,Mercedes,2,2,Finished,19.0,52,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,BOT,Mercedes,1,3,Finished,15.0,52,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,LEC,Ferrari,8,4,Finished,12.0,52,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,ALB,Red Bull Racing,9,5,Finished,10.0,52,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,STR,Racing Point,6,6,Finished,8.0,52,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,HUL,Racing Point,3,7,Finished,6.0,52,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,OCO,Renault,14,8,Finished,4.0,52,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,NOR,McLaren,10,9,Finished,2.0,52,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,KVY,AlphaTauri,16,10,Finished,1.0,52,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,GAS,AlphaTauri,7,11,Finished,0.0,52,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,VET,Ferrari,11,12,Finished,0.0,52,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,SAI,McLaren,12,13,Finished,0.0,52,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,RIC,Renault,5,14,+1 Lap,0.0,51,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,RAI,Alfa Romeo Racing,20,15,+1 Lap,0.0,51,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,GRO,Haas F1 Team,13,16,+1 Lap,0.0,51,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,GIO,Alfa Romeo Racing,19,17,+1 Lap,0.0,51,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,RUS,Williams,15,18,+1 Lap,0.0,51,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,LAT,Williams,18,19,+1 Lap,0.0,51,False,False,25.287068965517243,26.2051282051282
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,MAG,Haas F1 Team,17,20,Retired,0.0,43,False,False,25.287068965517243,26.2051282051282
2020,6,Barcelona,Spain,Spanish Grand Prix,HAM,Mercedes,1,1,Finished,25.0,66,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,VER,Red Bull Racing,3,2,Finished,18.0,66,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,BOT,Mercedes,2,3,Finished,16.0,66,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,STR,Racing Point,5,4,+1 Lap,12.0,65,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,PER,Racing Point,4,5,+1 Lap,10.0,65,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,SAI,McLaren,7,6,+1 Lap,8.0,65,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,VET,Ferrari,11,7,+1 Lap,6.0,65,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,ALB,Red Bull Racing,6,8,+1 Lap,4.0,65,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,GAS,AlphaTauri,10,9,+1 Lap,2.0,65,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,NOR,McLaren,8,10,+1 Lap,1.0,65,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,RIC,Renault,13,11,+1 Lap,0.0,65,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,KVY,AlphaTauri,12,12,+1 Lap,0.0,65,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,OCO,Renault,15,13,+1 Lap,0.0,65,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,RAI,Alfa Romeo Racing,14,14,+1 Lap,0.0,65,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,MAG,Haas F1 Team,16,15,+1 Lap,0.0,65,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,GIO,Alfa Romeo Racing,20,16,+1 Lap,0.0,65,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,RUS,Williams,18,17,+1 Lap,0.0,65,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,LAT,Williams,19,18,+2 Laps,0.0,64,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,GRO,Haas F1 Team,17,19,+2 Laps,0.0,64,False,False,29.7968992248062,30.802564102564112
2020,6,Barcelona,Spain,Spanish Grand Prix,LEC,Ferrari,9,20,Electronics,0.0,38,False,False,29.7968992248062,30.802564102564112
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,VER,Red Bull Racing,1,1,Finished,26.0,57,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,PER,Red Bull Racing,5,2,Finished,18.0,57,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,SAI,Ferrari,4,3,Finished,15.0,57,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,LEC,Ferrari,2,4,Finished,12.0,57,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,RUS,Mercedes,3,5,Finished,10.0,57,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,NOR,McLaren,7,6,Finished,8.0,57,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,HAM,Mercedes,9,7,Finished,6.0,57,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,PIA,McLaren,8,8,Finished,4.0,57,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,ALO,Aston Martin,6,9,Finished,2.0,57,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,STR,Aston Martin,12,10,Finished,1.0,57,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,ZHO,Kick Sauber,17,11,Lapped,0.0,56,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,MAG,Haas F1 Team,15,12,Lapped,0.0,56,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,RIC,RB,14,13,Lapped,0.0,56,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,TSU,RB,11,14,Lapped,0.0,56,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,ALB,Williams,13,15,Lapped,0.0,56,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,HUL,Haas F1 Team,10,16,Lapped,0.0,56,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,OCO,Alpine,19,17,Lapped,0.0,56,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,GAS,Alpine,20,18,Lapped,0.0,56,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,BOT,Kick Sauber,16,19,Lapped,0.0,56,False,False,18.22738853503185,18.049350649350657
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,SAR,Williams,18,20,Lapped,0.0,55,False,False,18.22738853503185,18.049350649350657
