event,event_name,driver,qual_pos,finish_pos,won,podium,pole,avg_race_pos,win_rate,podium_rate,track_type_street,race_pre_weekend_vwap,race_pre_weekend_last,race_pre_weekend_n,race_friday_vwap,race_friday_last,race_friday_n,race_saturday_vwap,race_saturday_last,race_saturday_n,race_race_day_vwap,race_race_day_last,race_race_day_n,pod_pre_weekend_vwap,pod_pre_weekend_last,pod_pre_weekend_n,pod_friday_vwap,pod_friday_last,pod_friday_n,pod_saturday_vwap,pod_saturday_last,pod_saturday_n,pod_race_day_vwap,pod_race_day_last,pod_race_day_n
MGP25,Miami Grand Prix,VER,1.0,5.0,0,0,1,4.0,0.2478632478632478,0.5726495726495726,1,0.19493150684931507,0.19,73,0.3148170731707317,0.37,164,0.29626794258373207,0.01,627,0.01,0.01,1,0.5884,0.53,25,0.6885714285714286,0.84,28,0.45666666666666667,0.05,90,0.03888888888888889,0.05,9
ERGP25,Emilia Romagna Grand Prix,ALB,7.0,3.0,0,1,0,10.6,0.0,0.1041666666666666,0,0.01,0.01,1,,,0,0.01,0.01,1,0.01,0.01,1,,,0,,,0,,,0,0.10666666666666666,0.1,6
ERGP25,Emilia Romagna Grand Prix,ALO,6.0,11.0,0,0,0,12.2,0.025,0.1625,0,,,0,0.01,0.01,1,0.01,0.01,1,0.01,0.01,4,,,0,,,0,0.05,0.05,2,0.028333333333333335,0.01,6
ERGP25,Emilia Romagna Grand Prix,ANT,13.0,18.0,0,0,0,7.5,0.1666666666666666,0.1666666666666666,0,0.021904761904761906,0.02,21,0.028095238095238093,0.03,21,0.01,0.01,6,0.1523076923076923,0.01,13,0.18363636363636363,0.23,11,0.23,0.23,1,0.08,0.03,4,0.05666666666666667,0.09,3
ERGP25,Emilia Romagna Grand Prix,BEA,14.0,8.0,0,0,0,14.0,0.0,0.0,0,,,0,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,,,0
ERGP25,Emilia Romagna Grand Prix,BOR,16.0,19.0,0,0,0,14.166666666666666,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
ERGP25,Emilia Romagna Grand Prix,COL,15.0,13.0,0,0,0,10.0,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
ERGP25,Emilia Romagna Grand Prix,GAS,9.0,14.0,0,0,0,12.4,0.0254237288135593,0.0677966101694915,0,0.01,0.01,1,0.01,0.01,1,,,0,0.01,0.01,1,,,0,,,0,,,0,,,0
ERGP25,Emilia Romagna Grand Prix,HAD,10.0,7.0,0,0,0,9.8,0.0,0.0,0,,,0,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,,,0
ERGP25,Emilia Romagna Grand Prix,HAM,12.0,2.0,0,1,0,6.7,0.2222222222222222,0.5128205128205128,0,0.021111111111111112,0.02,9,,,0,0.05555555555555555,0.01,18,0.012857142857142859,0.01,14,0.14,0.14,1,,,0,,,0,0.075,0.1,8
ERGP25,Emilia Romagna Grand Prix,HUL,18.0,15.0,0,0,0,15.1,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
ERGP25,Emilia Romagna Grand Prix,LAW,17.0,16.0,0,0,0,12.7,0.0,0.0714285714285714,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
ERGP25,Emilia Romagna Grand Prix,LEC,11.0,6.0,0,0,0,6.9,0.0762711864406779,0.2288135593220339,0,0.03076923076923077,0.03,13,0.03,0.03,3,0.051428571428571435,0.01,35,0.018333333333333333,0.01,12,0.20875,0.24,8,,,0,0.05333333333333333,0.01,3,0.08470588235294117,0.01,17
ERGP25,Emilia Romagna Grand Prix,NOR,4.0,4.0,0,0,0,3.8,0.0762711864406779,0.1779661016949152,0,0.35545454545454547,0.36,33,0.33333333333333337,0.32,3,0.12632183908045977,0.12,87,0.10680232558139535,0.01,172,0.7866666666666667,0.78,3,,,0,0.645,0.65,2,0.7753333333333333,0.98,15
ERGP25,Emilia Romagna Grand Prix,OCO,19.0,20.0,0,0,0,13.6,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
ERGP25,Emilia Romagna Grand Prix,PIA,1.0,5.0,0,0,1,4.1,0.1111111111111111,0.2222222222222222,0,0.3701162790697674,0.38,86,0.38333333333333336,0.39,27,0.5949038461538462,0.66,104,0.32626062322946175,0.01,353,0.7879999999999999,0.78,5,,,0,0.7966666666666667,0.92,3,0.9037931034482759,0.98,29
ERGP25,Emilia Romagna Grand Prix,RUS,3.0,9.0,0,0,0,7.1,0.059322033898305,0.135593220338983,0,0.052142857142857144,0.05,14,0.045,0.06,4,0.035,0.02,22,0.044000000000000004,0.01,20,0.5025,0.52,12,0.46,0.44,4,0.6171428571428571,0.56,7,0.3087179487179487,0.12,39
ERGP25,Emilia Romagna Grand Prix,SAI,5.0,10.0,0,0,0,7.5,0.0254237288135593,0.1525423728813559,0,,,0,0.01,0.01,5,0.01,0.01,1,0.01,0.01,1,,,0,,,0,0.09,0.09,1,0.27,0.06,5
ERGP25,Emilia Romagna Grand Prix,STR,8.0,17.0,0,0,0,12.7,0.0,0.0256410256410256,0,,,0,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,0.02,0.02,1
ERGP25,Emilia Romagna Grand Prix,TSU,,12.0,0,0,0,11.0,0.0125,0.0375,0,0.01,0.01,1,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,0.015,0.01,2
ERGP25,Emilia Romagna Grand Prix,VER,2.0,1.0,1,1,0,4.4,0.2457627118644068,0.5677966101694916,0,0.17214285714285715,0.16,42,0.159,0.15,10,0.2125,0.2,88,0.6408860759493671,0.99,395,0.53375,0.54,16,0.42,0.42,1,0.6293333333333333,0.7,15,0.838,0.99,20
MCGP25,Monaco Grand Prix,ALB,6.0,9.0,0,0,0,9.7,0.0,0.1134020618556701,1,0.011428571428571429,0.02,7,0.01,0.01,39,0.012857142857142859,0.01,7,0.01,0.01,1,,,0,,,0,,,0,0.14,0.14,1
MCGP25,Monaco Grand Prix,ALO,8.0,18.0,0,0,0,13.2,0.0246913580246913,0.1604938271604938,1,,,0,,,0,0.01,0.01,3,0.01,0.01,3,,,0,0.09,0.09,2,,,0,0.09,0.09,1
MCGP25,Monaco Grand Prix,ANT,15.0,3.0,0,1,0,9.0,0.1428571428571428,0.1428571428571428,1,0.017368421052631578,0.03,19,0.016666666666666666,0.01,6,0.015,0.01,2,0.01,0.01,1,,,0,0.14,0.14,1,,,0,0.01,0.01,1
MCGP25,Monaco Grand Prix,BEA,17.0,10.0,0,0,0,13.25,0.0,0.0,1,0.01,0.01,1,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,,,0
MCGP25,Monaco Grand Prix,BOR,16.0,12.0,0,0,0,14.857142857142858,0.0,0.0,1,,,0,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,0.01,0.01,1
MCGP25,Monaco Grand Prix,COL,20.0,16.0,0,0,0,13.0,0.0,0.0,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
MCGP25,Monaco Grand Prix,GAS,18.0,20.0,0,0,0,12.2,0.0252100840336134,0.0672268907563025,1,,,0,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,0.01,0.01,2
MCGP25,Monaco Grand Prix,HAD,7.0,19.0,0,0,0,9.333333333333334,0.0,0.0,1,0.01,0.01,1,,,0,0.01,0.01,2,0.05,0.06,10,0.01,0.01,1,,,0,,,0,0.04,0.04,1
MCGP25,Monaco Grand Prix,HAM,4.0,7.0,0,0,0,5.5,0.2203389830508474,0.5169491525423728,1,0.03210526315789474,0.03,19,0.03359375,0.05,64,0.05418181818181818,0.05,55,0.024090909090909093,0.01,22,0.13,0.08,4,0.225,0.23,4,0.24,0.24,1,0.11,0.02,4
MCGP25,Monaco Grand Prix,HUL,14.0,15.0,0,0,0,15.5,0.0,0.0,1,,,0,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,0.01,0.01,1
MCGP25,Monaco Grand Prix,LAW,10.0,17.0,0,0,0,13.5,0.0,0.0666666666666666,1,0.01,0.01,1,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,,,0
MCGP25,Monaco Grand Prix,LEC,2.0,6.0,0,0,0,6.9,0.0756302521008403,0.226890756302521,1,0.08909090909090908,0.03,44,0.13344827586206898,0.24,232,0.3103960396039604,0.28,101,0.19455999999999998,0.03,125,0.2542857142857143,0.28,7,0.3957142857142857,0.42,7,0.7223076923076923,0.67,13,0.826875,0.99,16
MCGP25,Monaco Grand Prix,NOR,1.0,1.0,1,1,1,3.8,0.0756302521008403,0.1764705882352941,1,0.2989655172413793,0.29,29,0.24129032258064517,0.18,31,0.4334513274336283,0.56,113,0.721864406779661,0.95,236,,,0,0.62,0.62,1,0.75,0.72,8,0.82375,0.99,8
MCGP25,Monaco Grand Prix,OCO,9.0,14.0,0,0,0,14.3,0.0,0.0,1,,,0,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,0.01,0.01,1
MCGP25,Monaco Grand Prix,PIA,3.0,4.0,0,0,0,3.7,0.1081081081081081,0.2162162162162162,1,0.34055555555555556,0.33,36,0.3187671232876712,0.3,73,0.16211764705882353,0.12,85,0.09892307692307693,0.01,65,0.7546666666666667,0.7,15,0.705,0.71,2,0.685,0.73,6,0.765,0.98,14
MCGP25,Monaco Grand Prix,RUS,13.0,2.0,0,1,0,6.9,0.0588235294117647,0.134453781512605,1,0.03888888888888889,0.04,9,0.026000000000000002,0.03,15,0.016,0.01,5,0.01,0.01,3,0.475625,0.47,16,0.3275,0.32,8,0.16666666666666669,0.06,18,0.048,0.05,5
MCGP25,Monaco Grand Prix,SAI,11.0,5.0,0,0,0,8.3,0.0252100840336134,0.1512605042016806,1,0.01,0.01,2,0.0125,0.02,4,0.01,0.01,44,0.01,0.01,1,,,0,,,0,,,0,,,0
MCGP25,Monaco Grand Prix,STR,19.0,11.0,0,0,0,13.6,0.0,0.0254237288135593,1,,,0,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,0.01,0.01,1
MCGP25,Monaco Grand Prix,TSU,12.0,13.0,0,0,0,10.8,0.0123456790123456,0.037037037037037,1,,,0,,,0,,,0,0.02,0.02,1,0.07285714285714286,0.07,7,,,0,,,0,0.035,0.05,2
MCGP25,Monaco Grand Prix,VER,5.0,8.0,0,0,0,4.3,0.2521008403361344,0.5714285714285714,1,0.22768115942028985,0.23,69,0.22,0.2,86,0.17232758620689656,0.07,116,0.07476190476190477,0.01,147,0.74,0.74,1,0.54875,0.46,8,0.4675,0.6,16,0.45799999999999996,0.01,5
SAGP25,Spanish Grand Prix,ALB,11.0,19.0,0,0,0,10.4,0.0,0.1122448979591836,0,,,0,,,0,,,0,0.01,0.01,2,,,0,,,0,,,0,,,0
SAGP25,Spanish Grand Prix,ALO,10.0,11.0,0,0,0,13.9,0.024390243902439,0.1585365853658536,0,,,0,,,0,0.01,0.01,1,0.01,0.01,4,,,0,,,0,,,0,,,0
SAGP25,Spanish Grand Prix,ANT,6.0,12.0,0,0,0,8.25,0.125,0.25,0,,,0,,,0,0.015,0.02,2,0.026666666666666665,0.06,3,,,0,0.1,0.1,2,0.10166666666666666,0.11,6,0.033,0.07,10
SAGP25,Spanish Grand Prix,BEA,15.0,16.0,0,0,0,12.88888888888889,0.0,0.0,0,,,0,,,0,0.01,0.01,1,0.01,0.01,1,,,0,,,0,,,0,,,0
SAGP25,Spanish Grand Prix,BOR,12.0,13.0,0,0,0,14.5,0.0,0.0,0,,,0,,,0,0.01,0.01,1,0.01,0.01,3,,,0,,,0,,,0,,,0
SAGP25,Spanish Grand Prix,COL,19.0,14.0,0,0,0,14.5,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
SAGP25,Spanish Grand Prix,GAS,8.0,9.0,0,0,0,13.7,0.025,0.0666666666666666,0,,,0,0.01,0.01,2,0.01,0.01,1,0.02,0.01,4,,,0,,,0,,,0,,,0
SAGP25,Spanish Grand Prix,HAD,9.0,8.0,0,0,0,10.714285714285714,0.0,0.0,0,,,0,,,0,,,0,0.01,0.01,2,,,0,,,0,,,0,,,0
SAGP25,Spanish Grand Prix,HAM,5.0,7.0,0,0,0,5.5,0.2184873949579832,0.5126050420168067,0,,,0,0.04,0.04,3,0.01681818181818182,0.02,22,0.013333333333333332,0.02,3,0.18,0.21,2,0.15,0.15,1,0.09090909090909091,0.04,11,0.038181818181818185,0.01,11
SAGP25,Spanish Grand Prix,HIR,,,0,0,0,10.0,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
SAGP25,Spanish Grand Prix,HUL,16.0,6.0,0,0,0,15.7,0.0,0.0,0,,,0,,,0,,,0,0.01,0.01,2,,,0,,,0,,,0,,,0
SAGP25,Spanish Grand Prix,LAW,13.0,18.0,0,0,0,13.7,0.0,0.0625,0,,,0,,,0,,,0,0.01,0.01,2,,,0,,,0,,,0,,,0
SAGP25,Spanish Grand Prix,LEC,7.0,5.0,0,0,0,6.9,0.075,0.225,0,0.06,0.06,1,0.06,0.06,1,0.051904761904761905,0.01,21,0.024150943396226414,0.01,53,0.33,0.33,1,0.32666666666666666,0.32,3,0.27384615384615385,0.17,13,0.44423999999999997,0.99,125
SAGP25,Spanish Grand Prix,MAR,,,0,0,0,10.0,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
SAGP25,Spanish Grand Prix,NOR,2.0,2.0,0,1,0,3.4,0.0833333333333333,0.1833333333333333,0,0.39,0.39,3,0.40454545454545454,0.4,11,0.2197916666666667,0.06,96,0.06088235294117647,0.01,102,,,0,0.92,0.83,3,0.5708333333333333,0.46,24,0.2668888888888889,0.01,90
SAGP25,Spanish Grand Prix,OCO,17.0,15.0,0,0,0,14.2,0.0,0.0,0,,,0,,,0,,,0,0.01,0.01,3,,,0,,,0,,,0,,,0
SAGP25,Spanish Grand Prix,PIA,1.0,1.0,1,1,1,4.0,0.1052631578947368,0.2105263157894736,0,0.40142857142857147,0.4,7,0.438125,0.41,16,0.510377358490566,0.51,106,0.6678654970760234,0.99,342,0.83,0.83,1,0.8933333333333333,0.93,3,0.8170000000000001,0.84,10,0.874642857142857,0.98,28
SAGP25,Spanish Grand Prix,RUS,3.0,4.0,0,0,0,5.8,0.0583333333333333,0.1416666666666666,0,0.08,0.08,1,0.07125,0.06,8,0.08861111111111111,0.08,36,0.05512820512820513,0.02,78,0.45,0.48,2,0.5175,0.48,8,0.49333333333333335,0.55,21,0.44025974025974024,0.07,77
SAGP25,Spanish Grand Prix,SAI,18.0,17.0,0,0,0,7.8,0.025,0.15,0,,,0,,,0,0.01,0.01,2,0.01,0.01,2,,,0,,,0,0.046,0.05,5,0.018000000000000002,0.05,5
SAGP25,Spanish Grand Prix,STR,14.0,,0,0,0,13.8,0.0,0.0252100840336134,0,,,0,,,0,0.01,0.01,1,0.01,0.01,3,,,0,,,0,,,0,,,0
SAGP25,Spanish Grand Prix,TSU,20.0,10.0,0,0,0,10.1,0.0121951219512195,0.0365853658536585,0,,,0,,,0,0.01,0.01,1,0.01,0.01,2,,,0,0.07,0.07,1,,,0,0.02,0.01,3
SAGP25,Spanish Grand Prix,VER,4.0,3.0,0,1,0,4.3,0.25,0.5666666666666667,0,0.0975,0.1,12,0.1125,0.12,28,0.33338235294117646,0.43,136,0.3535521235521235,0.02,518,0.48,0.48,1,0.48,0.48,3,0.6875,0.84,28,0.7270247933884297,0.99,121
CAGP25,Canadian Grand Prix,ALB,10.0,18.0,0,0,0,10.8,0.0,0.1111111111111111,0,,,0,0.05,0.05,2,0.015,0.01,2,0.01,0.01,5,,,0,0.1,0.1,2,,,0,0.0425,0.04,4
CAGP25,Canadian Grand Prix,ALO,6.0,12.0,0,0,0,14.8,0.0240963855421686,0.1566265060240964,0,,,0,,,0,0.025,0.04,2,0.01,0.01,8,,,0,,,0,,,0,0.06166666666666667,0.06,6
CAGP25,Canadian Grand Prix,ANT,4.0,7.0,0,0,0,8.666666666666666,0.1111111111111111,0.2222222222222222,0,,,0,0.07,0.07,1,0.021111111111111112,0.02,9,0.056065573770491796,0.01,61,,,0,0.19,0.19,1,0.48666666666666664,0.99,24,0.99,0.99,1
CAGP25,Canadian Grand Prix,BEA,14.0,15.0,0,0,0,13.2,0.0,0.0,0,,,0,,,0,,,0,0.01,0.01,2,,,0,,,0,,,0,,,0
CAGP25,Canadian Grand Prix,BOR,16.0,16.0,0,0,0,14.333333333333334,0.0,0.0,0,,,0,,,0,,,0,0.01,0.01,2,,,0,,,0,,,0,,,0
CAGP25,Canadian Grand Prix,COL,12.0,17.0,0,0,0,14.333333333333334,0.0,0.0,0,,,0,,,0,,,0,0.01,0.01,4,,,0,,,0,,,0,,,0
CAGP25,Canadian Grand Prix,GAS,20.0,11.0,0,0,0,12.9,0.024793388429752,0.0661157024793388,0,,,0,,,0,,,0,0.01,0.01,2,,,0,,,0,,,0,,,0
CAGP25,Canadian Grand Prix,HAD,9.0,19.0,0,0,0,10.375,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CAGP25,Canadian Grand Prix,HAM,5.0,9.0,0,0,0,5.4,0.2166666666666666,0.5083333333333333,0,,,0,,,0,0.03111111111111111,0.03,9,0.030750000000000003,0.01,40,,,0,0.15333333333333335,0.15,3,0.1675,0.23,12,0.13642857142857143,0.01,14
CAGP25,Canadian Grand Prix,HUL,13.0,14.0,0,0,0,14.9,0.0,0.0,0,,,0,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,,,0
CAGP25,Canadian Grand Prix,LAW,19.0,20.0,0,0,0,14.0,0.0,0.0588235294117647,0,,,0,,,0,,,0,0.01,0.01,2,,,0,,,0,,,0,,,0
CAGP25,Canadian Grand Prix,LEC,8.0,4.0,0,0,0,6.9,0.0743801652892562,0.2231404958677686,0,,,0,,,0,0.05052631578947368,0.01,19,0.01769230769230769,0.01,26,,,0,,,0,0.2114285714285714,0.09,7,0.14666666666666667,0.01,6
CAGP25,Canadian Grand Prix,NOR,7.0,2.0,0,1,0,3.0,0.0826446280991735,0.1900826446280991,0,0.35,0.31,2,0.29318181818181815,0.1,66,0.08929824561403508,0.01,114,0.01,0.01,1,,,0,0.73,0.66,2,0.6522222222222223,0.46,9,0.4968181818181818,0.01,22
CAGP25,Canadian Grand Prix,OCO,15.0,8.0,0,0,0,14.1,0.0,0.0,0,,,0,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,,,0
CAGP25,Canadian Grand Prix,PIA,3.0,3.0,0,1,0,3.7,0.1282051282051282,0.2307692307692307,0,,,0,0.63,0.45,3,0.3787951807228916,0.37,83,0.28,0.01,191,,,0,,,0,0.75,0.79,4,0.7395833333333333,0.5,24
CAGP25,Canadian Grand Prix,RUS,1.0,1.0,1,1,1,6.1,0.0578512396694214,0.140495867768595,0,0.105,0.11,2,0.19254545454545455,0.25,55,0.5797122302158273,0.99,278,0.99,0.99,7,,,0,0.345,0.34,2,0.498125,0.33,16,0.7242105263157894,0.99,19
CAGP25,Canadian Grand Prix,SAI,17.0,6.0,0,0,0,9.1,0.024793388429752,0.1487603305785124,0,,,0,,,0,0.05,0.05,1,0.013333333333333332,0.01,3,,,0,,,0,,,0,,,0
CAGP25,Canadian Grand Prix,STR,18.0,10.0,0,0,0,13.8,0.0,0.025,0,,,0,,,0,0.01,0.01,1,0.01,0.01,1,,,0,,,0,,,0,,,0
CAGP25,Canadian Grand Prix,TSU,11.0,13.0,0,0,0,10.1,0.0120481927710843,0.036144578313253,0,,,0,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,,,0
CAGP25,Canadian Grand Prix,VER,2.0,5.0,0,0,0,3.7,0.2479338842975206,0.5702479338842975,0,0.2341666666666667,0.21,12,0.25875,0.33,72,0.32720626631853783,0.01,383,0.01,0.01,3,,,0,0.7,0.7,3,0.5977777777777777,0.71,9,0.9107692307692308,0.99,13
AUGP25,Austrian Grand Prix,ALB,13.0,17.0,0,0,0,11.2,0.0,0.11,0,,,0,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,,,0
AUGP25,Austrian Grand Prix,ALO,12.0,12.0,0,0,0,14.4,0.0238095238095238,0.1547619047619047,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
AUGP25,Austrian Grand Prix,ANT,10.0,,0,0,0,8.5,0.1,0.2,0,,,0,,,0,,,0,0.013333333333333332,0.01,15,,,0,,,0,0.13,0.13,1,0.065,0.01,2
AUGP25,Austrian Grand Prix,BEA,14.0,13.0,0,0,0,14.2,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
AUGP25,Austrian Grand Prix,BEG,,,0,0,0,10.0,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
AUGP25,Austrian Grand Prix,BOR,7.0,6.0,0,0,0,14.5,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.18,0.18,1
AUGP25,Austrian Grand Prix,COL,15.0,10.0,0,0,0,15.0,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
AUGP25,Austrian Grand Prix,DUN,,,0,0,0,10.0,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
AUGP25,Austrian Grand Prix,GAS,8.0,15.0,0,0,0,12.3,0.0245901639344262,0.0655737704918032,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
AUGP25,Austrian Grand Prix,HAD,11.0,16.0,0,0,0,11.333333333333334,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
AUGP25,Austrian Grand Prix,HAM,4.0,3.0,0,1,0,6.2,0.2148760330578512,0.5041322314049587,0,,,0,,,0,0.018333333333333333,0.02,12,0.02532258064516129,0.01,62,,,0,,,0,0.1575,0.2,8,0.2592307692307692,0.01,13
AUGP25,Austrian Grand Prix,HUL,20.0,8.0,0,0,0,14.3,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
AUGP25,Austrian Grand Prix,LAW,9.0,14.0,0,0,0,14.4,0.0,0.0555555555555555,0,,,0,,,0,0.01,0.01,1,0.01,0.01,4,,,0,,,0,,,0,0.06,0.06,1
AUGP25,Austrian Grand Prix,LEC,2.0,4.0,0,0,0,6.7,0.0737704918032786,0.221311475409836,0,,,0,0.02,0.02,6,0.052307692307692305,0.08,65,0.06185185185185185,0.01,108,,,0,0.17,0.11,3,0.46370370370370373,0.63,27,0.7623809523809524,0.99,21
AUGP25,Austrian Grand Prix,NOR,1.0,2.0,0,1,1,2.2,0.081967213114754,0.1967213114754098,0,,,0,0.32,0.32,5,0.42733766233766235,0.66,154,0.7696505376344086,0.99,372,,,0,0.7233333333333333,0.72,3,0.754,0.89,5,0.883,0.98,10
AUGP25,Austrian Grand Prix,OCO,17.0,9.0,0,0,0,13.3,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
AUGP25,Austrian Grand Prix,PIA,3.0,1.0,1,1,0,2.9,0.125,0.25,0,,,0,0.335,0.33,8,0.2842553191489362,0.19,47,0.22823008849557522,0.01,339,,,0,0.8,0.8,1,0.7633333333333333,0.66,6,0.84,0.87,18
AUGP25,Austrian Grand Prix,RUS,5.0,7.0,0,0,0,5.5,0.0655737704918032,0.1475409836065573,0,,,0,0.1,0.1,2,0.05714285714285714,0.02,7,0.025714285714285717,0.01,21,,,0,0.5233333333333333,0.52,3,0.41111111111111115,0.06,9,0.3109090909090909,0.01,11
AUGP25,Austrian Grand Prix,SAI,19.0,,0,0,0,9.0,0.0245901639344262,0.1475409836065573,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
AUGP25,Austrian Grand Prix,STR,16.0,5.0,0,0,0,13.8,0.0,0.024793388429752,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
AUGP25,Austrian Grand Prix,TSU,18.0,11.0,0,0,0,10.3,0.0119047619047619,0.0357142857142857,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
AUGP25,Austrian Grand Prix,VER,6.0,,0,0,0,4.0,0.2459016393442623,0.5655737704918032,0,,,0,0.19,0.19,3,0.0975268817204301,0.06,93,0.0555,0.01,60,,,0,0.68,0.68,2,0.5313513513513514,0.39,37,0.3327777777777778,0.01,18
BRGP25,British Grand Prix,ALB,14.0,4.0,0,0,0,12.1,0.0,0.1089108910891089,0,,,0,,,0,,,0,0.01,0.01,11,,,0,,,0,,,0,0.055,0.05,2
BRGP25,British Grand Prix,ALO,9.0,6.0,0,0,0,13.9,0.0235294117647058,0.1529411764705882,0,,,0,0.01,0.01,1,,,0,0.01,0.01,5,,,0,,,0,0.06,0.06,1,0.055,0.06,2
BRGP25,British Grand Prix,ANT,7.0,16.0,0,0,0,8.5,0.0909090909090909,0.1818181818181818,0,0.02,0.02,2,0.014285714285714285,0.01,7,0.01,0.01,2,0.01125,0.01,8,0.11,0.11,1,0.54,0.54,1,0.06,0.06,3,0.06333333333333332,0.07,6
BRGP25,British Grand Prix,ARO,,,0,0,0,10.0,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
BRGP25,British Grand Prix,BEA,8.0,13.0,0,0,0,13.9,0.0,0.0,0,,,0,,,0,,,0,0.01,0.01,3,,,0,,,0,,,0,,,0
BRGP25,British Grand Prix,BOR,17.0,18.0,0,0,0,14.6,0.0,0.0,0,,,0,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,,,0
BRGP25,British Grand Prix,COL,20.0,,0,0,0,14.0,0.0,0.0,0,,,0,,,0,,,0,0.01,0.01,4,,,0,,,0,,,0,,,0
BRGP25,British Grand Prix,GAS,10.0,8.0,0,0,0,12.9,0.024390243902439,0.065040650406504,0,,,0,,,0,,,0,0.022727272727272728,0.01,11,,,0,,,0,,,0,0.05,0.05,3
BRGP25,British Grand Prix,HAD,13.0,17.0,0,0,0,11.8,0.0,0.0,0,,,0,,,0,,,0,0.01,0.01,1,,,0,,,0,,,0,0.1,0.1,1
BRGP25,British Grand Prix,HAM,5.0,3.0,0,1,0,5.8,0.2131147540983606,0.5081967213114754,0,0.05842105263157895,0.06,38,0.1317241379310345,0.12,29,0.12764150943396227,0.09,106,0.07548387096774194,0.01,248,0.294,0.24,10,0.32363636363636367,0.3,11,0.2911111111111111,0.26,27,0.3234313725490196,0.01,102
BRGP25,British Grand Prix,HUL,19.0,14.0,0,0,0,13.9,0.0,0.0,0,,,0,,,0,,,0,0.0275,0.01,16,,,0,,,0,,,0,0.8504166666666667,0.99,24
BRGP25,British Grand Prix,LAW,16.0,,0,0,0,15.6,0.0,0.0526315789473684,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
BRGP25,British Grand Prix,LEC,6.0,10.0,0,0,0,5.8,0.073170731707317,0.2195121951219512,0,0.04,0.04,8,0.053809523809523814,0.08,21,0.05625,0.02,8,0.03337662337662337,0.01,77,0.2877777777777778,0.31,9,0.31,0.31,1,0.345,0.15,8,0.146875,0.16,16
BRGP25,British Grand Prix,LIN,,,0,0,0,10.0,0.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
